,statement,label,city,country,correct_country,question,question_with_answer
3146,The city of Borinskoye is in Russian Federation.,1,Borinskoye,Russian Federation,Russian Federation,In which country is the city of Borinskoye located?,In which country is the city of Borinskoye located? Russian Federation.
3147,The city of Skodsborg is in Denmark.,1,Skodsborg,Denmark,Denmark,In which country is the city of Skodsborg located?,In which country is the city of Skodsborg located? Denmark.
3148,The city of Gilston is in Australia.,1,Gilston,Australia,Australia,In which country is the city of Gilston located?,In which country is the city of Gilston located? Australia.
3149,The city of Iloilo is in Philippines.,1,Iloilo,Philippines,Philippines,In which country is the city of Iloilo located?,In which country is the city of Iloilo located? Philippines.
3150,The city of Arzgir is in Russian Federation.,1,Arzgir,Russian Federation,Russian Federation,In which country is the city of Arzgir located?,In which country is the city of Arzgir located? Russian Federation.
3151,The city of Muggendorf is in Austria.,1,Muggendorf,Austria,Austria,In which country is the city of Muggendorf located?,In which country is the city of Muggendorf located? Austria.
3152,The city of Replonges is in France.,1,Replonges,France,France,In which country is the city of Replonges located?,In which country is the city of Replonges located? France.
3153,The city of Savigny-le-Temple is in France.,1,Savigny-le-Temple,France,France,In which country is the city of Savigny-le-Temple located?,In which country is the city of Savigny-le-Temple located? France.
3154,The city of Alleroy is in Russian Federation.,1,Alleroy,Russian Federation,Russian Federation,In which country is the city of Alleroy located?,In which country is the city of Alleroy located? Russian Federation.
3155,The city of Sainte-Honorine-du-Fay is in France.,1,Sainte-Honorine-du-Fay,France,France,In which country is the city of Sainte-Honorine-du-Fay located?,In which country is the city of Sainte-Honorine-du-Fay located? France.
3156,The city of Sun City Center is in United States.,1,Sun City Center,United States,United States,In which country is the city of Sun City Center located?,In which country is the city of Sun City Center located? United States.
3157,The city of Araraquara is in Brazil.,1,Araraquara,Brazil,Brazil,In which country is the city of Araraquara located?,In which country is the city of Araraquara located? Brazil.
3158,The city of Hisarya is in Bulgaria.,1,Hisarya,Bulgaria,Bulgaria,In which country is the city of Hisarya located?,In which country is the city of Hisarya located? Bulgaria.
3159,The city of Zborovice is in Czech Republic.,1,Zborovice,Czech Republic,Czech Republic,In which country is the city of Zborovice located?,In which country is the city of Zborovice located? Czech Republic.
3160,The city of Chebanse is in United States.,1,Chebanse,United States,United States,In which country is the city of Chebanse located?,In which country is the city of Chebanse located? United States.
3161,The city of Piribebuy is in Paraguay.,1,Piribebuy,Paraguay,Paraguay,In which country is the city of Piribebuy located?,In which country is the city of Piribebuy located? Paraguay.
3162,The city of Am Hagenring is in Germany.,1,Am Hagenring,Germany,Germany,In which country is the city of Am Hagenring located?,In which country is the city of Am Hagenring located? Germany.
3163,The city of Novoselovskoye is in Ukraine.,1,Novoselovskoye,Ukraine,Ukraine,In which country is the city of Novoselovskoye located?,In which country is the city of Novoselovskoye located? Ukraine.
3164,The city of Leeswood is in United Kingdom.,1,Leeswood,United Kingdom,United Kingdom,In which country is the city of Leeswood located?,In which country is the city of Leeswood located? United Kingdom.
3165,The city of Crottet is in France.,1,Crottet,France,France,In which country is the city of Crottet located?,In which country is the city of Crottet located? France.
3166,The city of Open Stage is in Maldives.,1,Open Stage,Maldives,Maldives,In which country is the city of Open Stage located?,In which country is the city of Open Stage located? Maldives.
3167,The city of Bhattarai Danda is in Nepal.,1,Bhattarai Danda,Nepal,Nepal,In which country is the city of Bhattarai Danda located?,In which country is the city of Bhattarai Danda located? Nepal.
3168,The city of Poroszlo is in Hungary.,1,Poroszlo,Hungary,Hungary,In which country is the city of Poroszlo located?,In which country is the city of Poroszlo located? Hungary.
3169,The city of Sotillo del Rincon is in Spain.,1,Sotillo del Rincon,Spain,Spain,In which country is the city of Sotillo del Rincon located?,In which country is the city of Sotillo del Rincon located? Spain.
3170,The city of Tankessi is in Côte d'Ivoire.,1,Tankessi,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Tankessi located?,In which country is the city of Tankessi located? Côte d'Ivoire.
3171,The city of Mesto Albrechtice is in Czech Republic.,1,Mesto Albrechtice,Czech Republic,Czech Republic,In which country is the city of Mesto Albrechtice located?,In which country is the city of Mesto Albrechtice located? Czech Republic.
3172,The city of La Calade is in France.,1,La Calade,France,France,In which country is the city of La Calade located?,In which country is the city of La Calade located? France.
3173,The city of Olmito is in United States.,1,Olmito,United States,United States,In which country is the city of Olmito located?,In which country is the city of Olmito located? United States.
3174,The city of Ballinasloe is in Ireland.,1,Ballinasloe,Ireland,Ireland,In which country is the city of Ballinasloe located?,In which country is the city of Ballinasloe located? Ireland.
3175,The city of Les Martres-d'Artiere is in France.,1,Les Martres-d'Artiere,France,France,In which country is the city of Les Martres-d'Artiere located?,In which country is the city of Les Martres-d'Artiere located? France.
3176,The city of Hollingworth is in United Kingdom.,1,Hollingworth,United Kingdom,United Kingdom,In which country is the city of Hollingworth located?,In which country is the city of Hollingworth located? United Kingdom.
3177,The city of Tupambae is in Uruguay.,1,Tupambae,Uruguay,Uruguay,In which country is the city of Tupambae located?,In which country is the city of Tupambae located? Uruguay.
3178,The city of Elverson is in United States.,1,Elverson,United States,United States,In which country is the city of Elverson located?,In which country is the city of Elverson located? United States.
3179,The city of Ampasimanolotra is in Madagascar.,1,Ampasimanolotra,Madagascar,Madagascar,In which country is the city of Ampasimanolotra located?,In which country is the city of Ampasimanolotra located? Madagascar.
3180,The city of Stari Bohorodchany is in Ukraine.,1,Stari Bohorodchany,Ukraine,Ukraine,In which country is the city of Stari Bohorodchany located?,In which country is the city of Stari Bohorodchany located? Ukraine.
3181,The city of Diss is in United Kingdom.,1,Diss,United Kingdom,United Kingdom,In which country is the city of Diss located?,In which country is the city of Diss located? United Kingdom.
3182,The city of Zarza de Tajo is in Spain.,1,Zarza de Tajo,Spain,Spain,In which country is the city of Zarza de Tajo located?,In which country is the city of Zarza de Tajo located? Spain.
3183,The city of Endicott is in United States.,1,Endicott,United States,United States,In which country is the city of Endicott located?,In which country is the city of Endicott located? United States.
3184,The city of Okawara is in Japan.,1,Okawara,Japan,Japan,In which country is the city of Okawara located?,In which country is the city of Okawara located? Japan.
3185,The city of Bernove is in Ukraine.,1,Bernove,Ukraine,Ukraine,In which country is the city of Bernove located?,In which country is the city of Bernove located? Ukraine.
3186,The city of Rose Belle is in Mauritius.,1,Rose Belle,Mauritius,Mauritius,In which country is the city of Rose Belle located?,In which country is the city of Rose Belle located? Mauritius.
3187,The city of Cantilan is in Philippines.,1,Cantilan,Philippines,Philippines,In which country is the city of Cantilan located?,In which country is the city of Cantilan located? Philippines.
3188,The city of Yoleu is in Côte d'Ivoire.,1,Yoleu,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Yoleu located?,In which country is the city of Yoleu located? Côte d'Ivoire.
3189,The city of San Tan Valley is in United States.,1,San Tan Valley,United States,United States,In which country is the city of San Tan Valley located?,In which country is the city of San Tan Valley located? United States.
3190,The city of Arcos de las Salinas is in Spain.,1,Arcos de las Salinas,Spain,Spain,In which country is the city of Arcos de las Salinas located?,In which country is the city of Arcos de las Salinas located? Spain.
3191,The city of Villanueva de Azoague is in Spain.,1,Villanueva de Azoague,Spain,Spain,In which country is the city of Villanueva de Azoague located?,In which country is the city of Villanueva de Azoague located? Spain.
3192,The city of Carver Ranches is in United States.,1,Carver Ranches,United States,United States,In which country is the city of Carver Ranches located?,In which country is the city of Carver Ranches located? United States.
3193,The city of Lacon is in United States.,1,Lacon,United States,United States,In which country is the city of Lacon located?,In which country is the city of Lacon located? United States.
3194,The city of Cerraton de Juarros is in Spain.,1,Cerraton de Juarros,Spain,Spain,In which country is the city of Cerraton de Juarros located?,In which country is the city of Cerraton de Juarros located? Spain.
3195,The city of Douar Tindja is in Tunisia.,1,Douar Tindja,Tunisia,Tunisia,In which country is the city of Douar Tindja located?,In which country is the city of Douar Tindja located? Tunisia.
3196,The city of Cabezas del Villar is in Spain.,1,Cabezas del Villar,Spain,Spain,In which country is the city of Cabezas del Villar located?,In which country is the city of Cabezas del Villar located? Spain.
