,statement,label,city,country,correct_country,question,question_with_answer
541,The city of Centreville is in United States.,1,Centreville,United States,United States,In which country is the city of Centreville located?,In which country is the city of Centreville located? United States.
542,The city of Phra Phutthabat is in Thailand.,1,Phra Phutthabat,Thailand,Thailand,In which country is the city of Phra Phutthabat located?,In which country is the city of Phra Phutthabat located? Thailand.
543,The city of Vasylivka is in Ukraine.,1,Vasylivka,Ukraine,Ukraine,In which country is the city of Vasylivka located?,In which country is the city of Vasylivka located? Ukraine.
544,The city of Dryden is in United States.,1,Dryden,United States,United States,In which country is the city of Dryden located?,In which country is the city of Dryden located? United States.
545,The city of Eagle Grove is in United States.,1,Eagle Grove,United States,United States,In which country is the city of Eagle Grove located?,In which country is the city of Eagle Grove located? United States.
546,The city of Oberdorf am Hochegg is in Austria.,1,Oberdorf am Hochegg,Austria,Austria,In which country is the city of Oberdorf am Hochegg located?,In which country is the city of Oberdorf am Hochegg located? Austria.
547,The city of Colfax is in United States.,1,Colfax,United States,United States,In which country is the city of Colfax located?,In which country is the city of Colfax located? United States.
548,The city of Wednesfield is in United Kingdom.,1,Wednesfield,United Kingdom,United Kingdom,In which country is the city of Wednesfield located?,In which country is the city of Wednesfield located? United Kingdom.
549,The city of Villanueva del Campillo is in Spain.,1,Villanueva del Campillo,Spain,Spain,In which country is the city of Villanueva del Campillo located?,In which country is the city of Villanueva del Campillo located? Spain.
550,The city of Zoresti is in Romania.,1,Zoresti,Romania,Romania,In which country is the city of Zoresti located?,In which country is the city of Zoresti located? Romania.
551,The city of Villanueva de Tapia is in Spain.,1,Villanueva de Tapia,Spain,Spain,In which country is the city of Villanueva de Tapia located?,In which country is the city of Villanueva de Tapia located? Spain.
552,The city of Vigia is in Brazil.,1,Vigia,Brazil,Brazil,In which country is the city of Vigia located?,In which country is the city of Vigia located? Brazil.
553,The city of Escanaba is in United States.,1,Escanaba,United States,United States,In which country is the city of Escanaba located?,In which country is the city of Escanaba located? United States.
554,The city of Little Round Lake is in United States.,1,Little Round Lake,United States,United States,In which country is the city of Little Round Lake located?,In which country is the city of Little Round Lake located? United States.
555,The city of San Mateo Ayecac is in Mexico.,1,San Mateo Ayecac,Mexico,Mexico,In which country is the city of San Mateo Ayecac located?,In which country is the city of San Mateo Ayecac located? Mexico.
556,The city of Slobodnica is in Croatia.,1,Slobodnica,Croatia,Croatia,In which country is the city of Slobodnica located?,In which country is the city of Slobodnica located? Croatia.
557,The city of Diano San Pietro is in Italy.,1,Diano San Pietro,Italy,Italy,In which country is the city of Diano San Pietro located?,In which country is the city of Diano San Pietro located? Italy.
558,The city of Ramlose is in Denmark.,1,Ramlose,Denmark,Denmark,In which country is the city of Ramlose located?,In which country is the city of Ramlose located? Denmark.
559,The city of Padam is in India.,1,Padam,India,India,In which country is the city of Padam located?,In which country is the city of Padam located? India.
560,The city of Saes is in Romania.,1,Saes,Romania,Romania,In which country is the city of Saes located?,In which country is the city of Saes located? Romania.
561,The city of Loma de Yerbabuena is in Mexico.,1,Loma de Yerbabuena,Mexico,Mexico,In which country is the city of Loma de Yerbabuena located?,In which country is the city of Loma de Yerbabuena located? Mexico.
562,The city of Beure is in France.,1,Beure,France,France,In which country is the city of Beure located?,In which country is the city of Beure located? France.
563,The city of Koulikoro is in Mali.,1,Koulikoro,Mali,Mali,In which country is the city of Koulikoro located?,In which country is the city of Koulikoro located? Mali.
564,The city of Kersaint-Plabennec is in France.,1,Kersaint-Plabennec,France,France,In which country is the city of Kersaint-Plabennec located?,In which country is the city of Kersaint-Plabennec located? France.
565,The city of Queens Village is in United States.,1,Queens Village,United States,United States,In which country is the city of Queens Village located?,In which country is the city of Queens Village located? United States.
566,The city of Pouzauges is in France.,1,Pouzauges,France,France,In which country is the city of Pouzauges located?,In which country is the city of Pouzauges located? France.
567,The city of Ivangorod is in Russian Federation.,1,Ivangorod,Russian Federation,Russian Federation,In which country is the city of Ivangorod located?,In which country is the city of Ivangorod located? Russian Federation.
568,The city of Rogatec is in Slovenia.,1,Rogatec,Slovenia,Slovenia,In which country is the city of Rogatec located?,In which country is the city of Rogatec located? Slovenia.
569,The city of Bouar is in Central African Republic.,1,Bouar,Central African Republic,Central African Republic,In which country is the city of Bouar located?,In which country is the city of Bouar located? Central African Republic.
570,The city of Mayapusi is in Philippines.,1,Mayapusi,Philippines,Philippines,In which country is the city of Mayapusi located?,In which country is the city of Mayapusi located? Philippines.
571,The city of El Eulma is in Algeria.,1,El Eulma,Algeria,Algeria,In which country is the city of El Eulma located?,In which country is the city of El Eulma located? Algeria.
572,The city of la Verneda i la Pau is in Spain.,1,la Verneda i la Pau,Spain,Spain,In which country is the city of la Verneda i la Pau located?,In which country is the city of la Verneda i la Pau located? Spain.
573,The city of Tuncingo is in Mexico.,1,Tuncingo,Mexico,Mexico,In which country is the city of Tuncingo located?,In which country is the city of Tuncingo located? Mexico.
574,The city of Sirakoro Meguetana is in Mali.,1,Sirakoro Meguetana,Mali,Mali,In which country is the city of Sirakoro Meguetana located?,In which country is the city of Sirakoro Meguetana located? Mali.
575,The city of Sulzheim is in Germany.,1,Sulzheim,Germany,Germany,In which country is the city of Sulzheim located?,In which country is the city of Sulzheim located? Germany.
576,The city of Mindiloglion is in Greece.,1,Mindiloglion,Greece,Greece,In which country is the city of Mindiloglion located?,In which country is the city of Mindiloglion located? Greece.
577,The city of Marin is in Mexico.,1,Marin,Mexico,Mexico,In which country is the city of Marin located?,In which country is the city of Marin located? Mexico.
578,The city of Dhupgari is in India.,1,Dhupgari,India,India,In which country is the city of Dhupgari located?,In which country is the city of Dhupgari located? India.
579,The city of Oytier-Saint-Oblas is in France.,1,Oytier-Saint-Oblas,France,France,In which country is the city of Oytier-Saint-Oblas located?,In which country is the city of Oytier-Saint-Oblas located? France.
580,The city of Fraccionamiento del Valle is in Mexico.,1,Fraccionamiento del Valle,Mexico,Mexico,In which country is the city of Fraccionamiento del Valle located?,In which country is the city of Fraccionamiento del Valle located? Mexico.
581,The city of Vlachovice is in Czech Republic.,1,Vlachovice,Czech Republic,Czech Republic,In which country is the city of Vlachovice located?,In which country is the city of Vlachovice located? Czech Republic.
582,The city of Manton is in United Kingdom.,1,Manton,United Kingdom,United Kingdom,In which country is the city of Manton located?,In which country is the city of Manton located? United Kingdom.
583,The city of Camp Swift is in United States.,1,Camp Swift,United States,United States,In which country is the city of Camp Swift located?,In which country is the city of Camp Swift located? United States.
584,The city of Karpogory is in Russian Federation.,1,Karpogory,Russian Federation,Russian Federation,In which country is the city of Karpogory located?,In which country is the city of Karpogory located? Russian Federation.
585,The city of Molenstede is in Belgium.,1,Molenstede,Belgium,Belgium,In which country is the city of Molenstede located?,In which country is the city of Molenstede located? Belgium.
586,The city of South Milwaukee is in United States.,1,South Milwaukee,United States,United States,In which country is the city of South Milwaukee located?,In which country is the city of South Milwaukee located? United States.
587,The city of San Pablo is in Guatemala.,1,San Pablo,Guatemala,Guatemala,In which country is the city of San Pablo located?,In which country is the city of San Pablo located? Guatemala.
