prompt,answer
Which famous British explorer went in search of El Dorado? Sir Walter Raleigh.,Sir Walter Raleigh
Which Caribbean island is served by Grantley Adams Airport? Barbados.,Barbados
"Which opera by Offenbach features the barcarole entitled 'Belle nuit, o nuit d'amour'? The Tales of Hoffmann.",The Tales of Hoffmann
How old was the Queen Mother when she died in March 2002? 101.,101
Starr Gate and Imperial Hotel are stops on which tram system? Blackpool.,Blackpool
The Yas Marina Grand Prix circuit is in which city? Abu Dhabi.,Abu Dhabi
There are 2 letters of the alphabet which are not the initial letter of chemical elements. One is Q. Name the other. J.,J
Who had a hit in 1968 with 'Baby Come Back'? The Equals.,The Equals
Who is the voice of the title character in the recent film 'Puss in Boots'? Antonio Banderas.,Antonio Banderas
'Ranunculus' is the species name of which common wild flower? Buttercup.,Buttercup
In which county is Aldeburgh? Suffolk.,Suffolk
Who played 'Two-Face' in the 1995 film 'Batman Forever'? Tommy Lee Jones.,Tommy Lee Jones
In which month is Anzac Day? April.,April
"According to the UN, what round figure did the world population reach on October 31st 2011? 7 billion.",7 billion
"During the wars between the US Government and the Native Americans in the 1860s and 70s, Sitting Bull was one of the two great leaders of the Sioux; who was the other - victorious at the Battle of the Rose Bud and murdered whist in captivity in September 1877? Crazy Horse.",Crazy Horse
"Which entertainer was born Stevland Judkins (his surname later changed to Morris) in Saginaw, Michigan in 1950? Stevie Wonder.",Stevie Wonder
"The Hahnenkamm mountain and ski runs are part of which European ski resort? Kitzbühel, Austria.","Kitzbühel, Austria"
At which battle of 1403 was Sir Henry Percy aka Hotspur killed? Shrewsbury.,Shrewsbury
Which Shakespeare play contains the line 'Neither a borrower or a lender be'? Hamlet.,Hamlet
"What is the name of British Columbia's most popular ski resort, which was home to the alpine skiing events in the 2010 Winter Olympics? Whistler.",Whistler
At which battle of 1471 was Richard Neville aka Warwick the Kingmaker killed? Barnet.,Barnet
'All that glisters is not gold' is a line from which Shakespeare play? The Merchant of Venice.,The Merchant of Venice
"In the Lake District National Park, as what are Pavey Ark, Harrison Stickle and Pike of Stickle collectively known? The Langdale Pikes.",The Langdale Pikes
"After China, India and the USA, what is the world's most populous country? Indonesia.",Indonesia
Of what type of bird did Darwin observe 12 different species in the Galapagos islands? Finches.,Finches
Of which native American tribe were Geronimo and Cochise warrior leaders? Apache.,Apache
Who won the Nobel Prize for Chemistry in 1954 and the Peace Prize in 1962? Linus Pauling.,Linus Pauling
Which singer was played by Diana Ross in the 1972 film 'Lady Sings The Blues'? Billie Holiday.,Billie Holiday
Who was Prime Minister of the UK at the time of the abdication of Edward VIII? Stanley Baldwin.,Stanley Baldwin
Dustin Hoffman played the role of an autistic savant in the film 'Rain Man'. Who played the part of his younger brother Charlie? Tom Cruise.,Tom Cruise
The oldest extant version of the Bible made by Jerome in the 4th century is known by which name? The Vulgate.,The Vulgate
Which city is linked to the motorway network by the M32? Bristol.,Bristol
Who was Commander-in-Chief of American ground forces in planning the invasion of France in 1944 and Commander of the US 1st Army on D Day? General Omar Bradley.,General Omar Bradley
What substance crystallises in the gall bladder to form gall stones? Cholesterol.,Cholesterol
Plato was the pupil of which famous teacher? Socrates.,Socrates
Who is chief conductor of the Royal Liverpool Philharmonic Orchestra? Vasily Petrenko.,Vasily Petrenko
Kelly Sotherton won an Olympic bronze medal in which athletics event in the 2004 games? Heptathlon.,Heptathlon
What was the name of JFK Airport in New York prior to 1963? Idlewild.,Idlewild
Which literary heroine was played in a 2011 film by Mia Wasikowska? Jane Eyre.,Jane Eyre
"Before petroleum was first commercialized in 1859, which oil was most commonly used for lubrication and lighting? Whale oil.",Whale oil
Which motorway connects Glasgow and Edinburgh? M8.,M8
Which fictional town was the setting for the TV series 'Z-Cars'? Newtown.,Newtown
In which country is Verdi's opera 'Aida' set? Egypt.,Egypt
Which Russian general led the defence of Moscow and the relief of Stalingrad during World War II? Georgy Zhukov.,Georgy Zhukov
The Vinson Massif is the highest mountain area in which continent? Antarctica.,Antarctica
What was the first name of the furniture maker Chippendale? Thomas.,Thomas
A standard (Double 6) set of Dominoes contains how many dominoes? 28.,28
"Found on bottles, what is the meaning of A.B.V.? Alcohol by volume.",Alcohol by volume
Which royal title is held by Prince Edward? Earl of Wessex.,Earl of Wessex
How many astronauts have walked on the Moon? 12.,12
Which title is held by Princess Margaret's son David Armstrong Jones? Viscount Linley.,Viscount Linley
What are the periods of play in polo called? Chukkas.,Chukkas
Who devised and created the Blake's Seven TV series? Terry Nation.,Terry Nation
Semiotics is the study of what? Signs.,Signs
Which English football club play home games at Roots Hall? Southend United.,Southend United
In which British city was Saint Enoch's Railway Station? Glasgow.,Glasgow
Hagiology is a branch of Literature dealing with the lives and stories of whom? Saints.,Saints
In which English county can the Prime Minister's country house Chequers be found? Buckinghamshire.,Buckinghamshire
"Which is generally considered to be Shakespeare's last play, written in 1611? The Tempest.",The Tempest
'Barwick Green' is the theme tune to which radio serial? The Archers.,The Archers
"To within 1 year either side, in which year did the half crown cease to be legal tender in the U 1970.",1970
The US Presidential retreat Camp David is in which state? Maryland.,Maryland
To within 1 year either side - in which year did the sixpence cease to be legal tender in the UK? 1980.,1980
Which motorway connects London to Swansea? M4.,M4
In Star Wars what alien species is Chewbacca? Wookiee.,Wookiee
In terms of population what is New Zealand's largest city? Auckland.,Auckland
Which motorway connects Bristol to the M4? M32.,M32
"Number One Canada Square, London, is better known as what name? Canary Wharf.",Canary Wharf
Denmark Street in London is also known by what nickname? Tin Pan Alley.,Tin Pan Alley
"To within 1 year either side, in what year did the UK first win the Eurovision Song Contest? 1967.",1967
The Olympic Games of 1944 were cancelled - where would they have taken place? London.,London
Vermilion is a shade of which primary colour? Red.,Red
Hg is the chemical symbol for which element? Mercury.,Mercury
Who was the first English king of the House of Lancaster? Henry IV.,Henry IV
Lapis Lazuli is a shade of which primary colour? Blue.,Blue
"Where were the first Winter Olympics held in 1924? Chamonix, France.","Chamonix, France"
In Mohs scale of hardness which mineral is rated Number One - i.e. the softest? Talc.,Talc
When milk sours what acid is formed? Lactic acid.,Lactic acid
What grape is used to make Beaujolais wine? Gamay.,Gamay
"In The Jeeves Stories by P. G. Wodehouse, one of the characters was called Mrs Spenser Gregson. What did Bertie Wooster usually call her? Aunt Agatha.",Aunt Agatha
"The Hill of Tara, ancient seat of the High Kings of Ireland, lies in which Irish county? Meath.",Meath
"Which species of deer, originally from South Asia but now with a large, feral population in England, is sometimes known as 'the barking deer'? Muntjac.",Muntjac
"""To within a year, either way, in which year was """"The Sky at Night"""" first broadcast on TV?"" 1957.",1957
Which US State has the smallest population? Wyoming.,Wyoming
Aristide Bruant and Jane Avril feature in the art of which French painter? Toulouse-Lautrec.,Toulouse-Lautrec
Which geological epoch are we currently in? The Holocene.,The Holocene
St Clare of Assisi is the Patron Saint of which everyday thing? Television.,Television
Which Indian God is usually depicted with the head of an elephant? Ganesh.,Ganesh
Asti Spumante is a white bubbly wine from Asti in Northern Italy. What is the name of the red wine from the same area? Barbera.,Barbera
"Margaretha Zelle was shot as a spy in Paris in 1917, how was she better known? Mata Hari.",Mata Hari
In which Country is Graham Greene's Novel The Comedians set? Haiti.,Haiti
"What is the nickname of Chopin's short piano piece 'Waltz in D flat, Op.64, No.1'? Minute Waltz.",Minute Waltz
"In which year in the 1950'S did the UK Top 20 see hits like 'Volare' by Dean Martin, 'Stupid Cupid' by Connie Francis and 'Hello my Darlings' by Charlie Drake? 1958.",1958
Haliaeetus albicilla is the Latin name for the largest bird of prey in the UK. By what name is it normally known? White-tailed eagle.,White-tailed eagle
"In Greek mythology, by what collective name are the daughters of Zeus and Mnemosyne better known? The Muses.",The Muses
Which nation's flag is said to be the oldest still in use? Denmark.,Denmark
What name is given to the swim bladders of certain fish when used in cookery and brewing? Isinglass.,Isinglass
"Which Italian painter is known for his images of human faces made up of such things as flowers, vegetables and fish? Giuseppe Arcimboldo.",Giuseppe Arcimboldo
To within 10 how many stations are served by the London Underground? 270.,270
Which of the saints was martyred by being stoned to death? St Stephen.,St Stephen
Ballabriggs won the 2011 Grand National. Who was his jockey? Jason Maguire.,Jason Maguire
Which Roman wrote 'Ars Poetica' and the 'Odes'? Horace.,Horace
"What kind of bird has varieties called tawny, short-eared and little? Owl.",Owl
Which city is near the Hawkesbury river and is served by Kingsford-Smith airport? Sydney.,Sydney
Ditalini and manicotti are examples of which food? Pasta.,Pasta
Who composed 'Belshazzar's Feast' cantata? William Walton.,William Walton
What is the basic unit of Braille called? Cell.,Cell
"Which city is served by Carrasco airport and was the last port of call for the German battleship Graf Spee? Montevideo, Uruguay.","Montevideo, Uruguay"
Who won the Best Actress Oscar in 1990 for her role as Annie Wilkes in the film 'Misery'? Kathy Bates.,Kathy Bates
The name of which ribbon pasta can be translated as 'little ribbons' or 'little slices'? Fettuccine.,Fettuccine
Which composer won an Oscar for the music score in the film 'Bridge on the River Kwai'? Malcolm Arnold.,Malcolm Arnold
"Who was the first Governor-General of Pakistan from August 1947 to his death in September 1948, he is known as the 'Father of the Nation'? Muhammad Ali Jinnah.",Muhammad Ali Jinnah
"Name the year; Minimum wage introduced (£3.60 for over 21s), Prince Edward married Sophie Rhys-Jones, total eclipse of the sun in Cornwall? 1999.",1999
What was the capital of the independent republic of South Vietnam from 1955 to 1975? Saigon.,Saigon
"Namibia, then known as South-West Africa, became a colony of which country in 1884? Germany.",Germany
The Shard stands next to which London Underground station? London Bridge.,London Bridge
The Pleiades and Hyades star clusters are in which constellation? Taurus.,Taurus
"A 104 metre long 'Tapestry' depicting the early campaign of Bonnie Prince Charlie was completed in 2010, it is named after which town/battle? Prestonpans.",Prestonpans
Danny O'Donoghue was a judge on the TV show 'The Voice'; he is the singer with which group? The Script.,The Script
Which seaside town is the venue for the Latitude Music Festival every July? Southwold.,Southwold
Rigel and Betelgeuse are in which constellation? Orion.,Orion
"Ottawa, the capital of Canada, is in which province? Ontario.",Ontario
Which treaty of 1783 ended the US War of Indepencence? The Treaty of Paris.,The Treaty of Paris
