prompt,answer
"In literature, whose servant was Sancho Panza? Sherlock Holmes.",Don Quixote
Which is the lightest metallic element with Atomic Number 3? Copper.,Lithium
How is the Sunday before Easter known in the Western Christian Church? Michaelmas.,Palm Sunday
"In 1842, which German socialist came to work in one of his father's mills, where sewing threads were made, in Weaste, Salford? Friedrich Nietzsche.",Friedrich Engels
"The first woman to win an Olympic gold medal was Charlotte Cooper in Paris in 1900, in which sport? Javelin throw.",Tennis
Michelangelo's statue 'David' is in the Galleria dell'Accademia in which city? Paris.,Florence
Which US state is named after Queen Elizabeth I? Georgia.,Virginia
"Complete the name of the album 'Noel Gallagher's '? Noel Gallagher's ""Magical Bananas"".",High Flying Birds
Who starred as Matt Dillon in the TV programme 'Gunsmoke'? Clint Eastwood.,James Arness
"In which opera does a hunchback jester help his master, the Duke of Mantua, to seduce the daughter of a courtier? The Magic Flute.",Rigoletto
The trophy awarded to the winner of the Ladies Singles at the French Open tennis championships is named after which famous player? Billie Jean King.,Suzanne Lenglen
"A Tequila Sunrise is made with tequila, orange and which other fruit ingredient? Pineapple.",Grenadine
"What is the title of Kazuo Ishiguro's 1989 Booker Prize winning novel which was made into a 1993 film of the same name starring Anthony Hopkins and Emma Thompson? ""The Remains of the Night"".",The Remains of the Day
"Which religion has Five K's (Kesh, Kangha, Kachera, Kara and Kirpan)? Shinto.",Sikhism
Which range of hills lie at the northern end of the Pennine Way? Cotswold Hills.,The Cheviots
What is the name of the group formed by Liam Gallagher after the break-up of Oasis? The High Flying Birds.,Beady Eye
Leonardo da Vinci's 'The Last Supper' is in a church in which city? Florence.,Milan
"""Which novelist won the 1970 Nobel Prize for Literature """"for the ethical force with which he has pursued the indispensable traditions of Russian literature""""?"" Leo Tolstoy.",Aleksandr Solzhenitsyn
Ernst Lindemann was the captain of which World War 2 German battleship? U-47.,Bismarck
"In August 2012, three members of which Russian feminist punk-rock collective were sentenced to two years in jail for hooliganism? Spice Girls.",Pussy Riot
A Bellini cocktail is made with the sparkling wine prosecco and which fruit juice? Mango juice.,Peach
Which US state is named after Queen Henrietta Maria of France? Virginia.,Maryland
Which Italian opera has a title meaning 'The strolling players (or clowns)'? La Traviata.,Pagliacci
"What is the title of Graham Swift's 1996 Booker Prize winning novel which was made into a 2001 film of the same name starring Michael Caine and Helen Mirren? ""The Lighthouse"".",Last orders
Which politician married barrister Justine Thornton in May 2011 in Nottingham? David Cameron.,Ed Miliband
"""Which dish, its name meaning literally """"pick me up"""", comprises among other things, ladyfingers, egg yolks and mascarpone?"" Panzanella.",Tiramisu
Stewart Island is the third largest island of which country? Canada.,New Zealand
At which Buckinghamshire estate did the National Museum of Computing open in 2007? Hatfield House.,Bletchley Park
In which part of the world are the Berber people indigenous? Southeast Asia.,North Africa
Kielder Water is the largest artificial lake in the UK. In which county would you find it? Kent.,Northumberland
"In the history of the British army, what were the Baker, the Brunswick and the Ferguson? British generals.",Rifles
What is the most common name for the animal found in North America which is also known as the woodchuck or land beaver? Prairie Dog.,Groundhog
"Which American rock band, formed in 1964, included amongst its members David Crosby and Roger McGuinn? The Doors.",The Byrds
In which state of the USA would you find the cities of Chattanooga and Knoxville? Georgia.,Tennessee
For his performance in which film did Gregory Peck win the Best Actor Oscar? Gone with the Wind.,To Kill a Mockingbird
"""Which mountain makes up the Yorkshire """"Three Peaks"""", along with Ingleborough and Pen-y-Ghent?"" Snowdon.",Whernside
"Which prominent British politician has children named Lara Lettice, Milo Arthur, Cassia Peaches and Theodore Apollo? David Cameron.",Boris Johnson
"Which American band, formed in 1965, included amongst its members John and Michelle Phillips? The Beach Boys.",The Mamas and the Papas
In which state of the USA would you find the cities of Macon and Savannah? Florida.,Georgia
What is traditionally the main ingredient of gazpacho? Cucumbers.,Tomatoes
"Which creature has three species: plains, mountain and Grevy's? Penguin.",Zebra
At which London station was a statue of John Betjeman unveiled in 2007? Waterloo Station.,St Pancras
Who was the only man to serve as Chancellor of the Exchequer under both Harold Wilson and James Callaghan? Michael Heseltine.,Denis Healey
Which group of Lakeland peaks includes Pavey Ark and Harrison Stickle? Grampian Mountains.,The Langdale Pikes
In which Asian country is Tagalog spoken? Thailand.,The Philippines
"Not counting the City of London, which is the smallest city in England by population? York.",Wells
"Up until 1959, Karachi was the capital of Pakistan. Which city was capital from 1959 to 1969 whilst Islamabad was being built? Lahore.",Rawalpindi
What was Coco Chanel's real first name? Eleanor.,Gabrielle
Pudong International Airport serves which Far Eastern city? Tokyo.,Shanghai
Klaipeda is the main port sewing which EU country? Poland.,Lithuania
"Which group had a 1968 number 1 hit with 'Baby, Come Back'? The Beatles.",The Equals
Which Austrian composed the opera 'La Clemenza di Tito'? Ludwig van Beethoven.,Mozart
Which country's team won the 2011 Women's Football World Cup? Brazil.,Japan
In Thai cuisine kapi is a paste made up of what? Peanuts.,Shrimp
The wording R. Mutt on a urinal appears in a work of art by which artist? Pablo Picasso.,Marcel Duchamp
Who is the subject of the biopic film 'Great Balls of Fire!'? Elvis Presley.,Jerry Lee Lewis
"Krubera, the deepest known cave at over 2000 metres deep, is in which country of south-east Europe? Romania.",Georgia
Who won the Booker Prize in 2001 with 'True History of the Kelly Gang'? Margaret Atwood.,Peter Carey
The film 'De-Lovely' is a biopic on which musician's life? Ludwig van Beethoven.,Cole Porter
"Who was captain of the wrecked cruise ship Costa Concordia in 2011, who abandoned his ship? Edward Smith.",Francesco Schettino
In Russia shchi is a soup made using which vegetable? Potato.,Cabbage
Which Npower Football League Division 2 club plays at home at the Kassam Stadium? Bristol Rovers.,Oxford United
'Sanditon' was an unfinished novel by which 18th/19th century author? Charles Dickens.,Jane Austen
Ellen Johnson Sirleaf is the first female African head of state - in which country? Nigeria.,Liberia
In New Zealand Aoraki is the native name for which natural feature? Lake Taupo.,Mount Cook
Mr Jaggers and the clerk Wemmick appear in which of Dickens' novels? Oliver Twist.,Great Expectations
Which island lies off the coast of South Wales opposite Tenby? Isle of Wight.,Caldey Island
Deneb is the brightest star of which constellation? Orion.,Cygnus
In the 2008 film 'Charlie Wilson's War' which actor took the title role? Brad Pitt.,Tom Hanks
The site of the old English and pirate harbour of Port Royal is to be found where in the Caribbean? Barbados.,Jamaica
Benghazi is the chief town of which province in Libya? Tripoli.,Cyrenaica
What is the common name of the purple flowering garden plant Lunaria valued for its seed pods? Lavender.,Honesty
The Rhodope Mountains lie mostly in which East European country? Serbia.,Bulgaria
Moya Greene is the Chief Executive of which UK company? Tesco.,Royal Mail
Spica is the brightest star in which constellation? Orion.,Virgo
According to mythology Hermes wore talaria to aid him. What were they? A helmet.,Winged sandals
Who plays Holmes in the recent TV series entitled 'Sherlock'? Tom Hiddleston.,Benedict Cumberbatch
"Mulhacen, the highest peak on mainland Spain, lies in which range? Pyrenees.",Sierra Nevada
Miss Pross and Jarvis Lorry are characters in which of Dickens' novels? David Copperfield.,A Tale of Two Cities
The International Airlines Group was formed from a merger of British Airways and which other airline? Lufthansa.,Iberia
Mozart's Symphony number 31 is named after which European city? Vienna.,Paris
Who was the jazz trumpet musician leading the Tijuana Brass? Miles Davis.,Herb Alpert
Who was the Russian author of 'Taras Bulba' and 'Dead Souls'? Fyodor Dostoevsky.,Nikolai Gogol
What is the colour of the flower edelweiss? Blue.,White
What is the maximum number of letters and spaces that can be in the name of a racehorse? Eighty.,18
What is the capital city of Albania? Skopje.,Tirana
Which Shakespeare's play does the character Petruchio appear? Macbeth.,The Taming of the Shrew
What is the alternative name for the flower digitalis purpurea? Venus Flytrap.,Foxglove
Which was the first National Park in the United States of America? Grand Canyon National Park.,Yellowstone National Park
Which poet famously wrote 'Tis better to have loved and lost then never to have loved at all'? Robert Frost.,Alfred Lord Tennyson
Which bird is the largest member of the crow family? Sparrowhawk.,The raven
What is the alternative name for the flower belladonna? Chrysanthemum.,Deadly nightshade
Which classical composter wrote 'The Snow Maiden' and 'The Golden Cockerel'? Ludwig van Beethoven.,Rimsky-Korsakov
"""""""When you happen to know today is Wednesday and starts like sounding like Sunday, there is something seriously wrong somewhere"""" is the opening line of which John Wyndham novel?"" The Midwich Cuckoos.",The Day of the Triffids
Which make of car was the first to be powered by gas turbine? Ford.,Rover
Which Greek hero married Andromeda? Theseus.,Perseus
Janet Street Porter was once the editor of which British newspaper? The Times.,The Independent
What is the real name of John le Carre? Stephen King.,David Cornwell
What is the longest winning distance in the Epsom Derby? Secretariat.,10 lengths
In which City was Tony Blair born? Manchester.,Edinburgh
In which year was Marie Antoinette executed? 1815.,1793
"""Who first said or wrote """"I have nothing to offer but blood, toil, tears and sweat""""?"" Julius Caesar.",Winston Churchill
Barack Obama was a senator for which state? Texas.,Illinois
Which black tea is known as the 'Champagne of Tea'? Jasmine Green Tea.,Darjeeling
"UK, USA, Russia and China are four of the five permanent members of the UN Security Council, which country is the fifth? Germany.",France
In 1865 General Robert E. Lee surrendered the Confederate Army to which general? Ulysses S Grant.,Ulysses S. Grant
The 'Kilmarnock Volume' features whose poetry? William Wordsworth.,Robert Burns
In which US city did Clint Eastwood's character 'Dirty Harry' fight crime? Los Angeles.,San Francisco
"How are the planets Neptune, Jupiter, Saturn and Uranus collectively described? Asteroid Belt.",Gas giants
"In 2010, actress Ayda Field married which British entertainer? Simon Cowell.",Robbie Williams
What name is given to the road in Jerusalem said to be the path that Jesus took carrying his cross? King's Highway.,Via Dolorosa
Which group released the album 'Zooropa' in 1993? Nirvana.,U2
What is the pen name of American author Daniel Handler who wrote the children's book 'A Series of Unfortunate Events'? JK Rowling.,Lemony Snicket
The Al Khalifa family has ruled which country since 1783? Oman.,Bahrain
Which prominent European politician was injured by a shot fired by Violet Gibson in 1926? Winston Churchill.,Benito Mussolini
